job_id,position_title,department,tenure_track,full_time,part_time,adjunct,hourly,per_hour_wage,salary,listing_date,end_listing_date,openings
0,TEST_JOB,TEST_POSITION,1,1,1,1,1,15.426769372472267,127238,2012-02-16 05:47:14,2022-04-08 19:08:20,2
1,Associate Professor,Mathematics,True,True,False,False,True,89.20581103058277,73605,2002-10-28 22:07:55,2007-02-24 23:44:13,6
2,Associate Professor,Computer Science,False,False,True,False,True,99.38773762474642,98200,2013-03-28 15:30:48,2023-05-15 20:26:02,6
3,Professor,Mathematics,False,False,False,False,False,51.35666085610164,104011,2007-11-14 13:36:42,2012-07-14 01:25:23,3
4,Assistant Professor,Computer Science,True,False,False,True,False,38.082586671965814,112237,2016-04-18 01:05:48,2022-06-28 15:53:36,7
5,Assistant Professor,Physics,False,True,False,True,True,77.82680827312907,67623,2016-10-16 20:31:44,2015-11-07 00:18:08,4
6,Assistant Professor,Physics,False,False,False,True,False,55.80217477826598,112324,2011-03-13 23:34:35,2013-07-10 15:06:46,5
7,Professor,Physics,True,True,True,True,False,77.7294386585153,107960,2018-08-20 08:41:42,2015-10-18 03:31:41,1
8,Professor,Computer Science,True,True,False,True,True,73.52070182702263,91950,2015-12-21 01:39:46,2007-03-06 08:33:04,2
9,Assistant Professor,Physics,False,True,False,False,True,93.09111463745433,127248,2011-09-19 06:57:33,2005-03-10 19:01:04,5
10,Assistant Professor,Physics,False,True,True,False,False,45.28022396615346,144200,2012-08-22 12:11:00,2007-02-19 17:55:21,7
11,Professor,Physics,True,False,False,True,True,56.25316242663647,57143,2011-04-16 10:50:02,2017-01-08 15:29:47,7
12,Professor,Mathematics,False,False,True,False,True,61.91629865122244,92666,2007-11-08 02:08:54,2007-02-23 21:18:25,3
13,Professor,Mathematics,True,True,False,False,False,51.002084742468874,108891,2010-09-26 13:35:27,2012-08-04 19:17:44,6
14,Professor,Computer Science,False,True,True,True,False,76.27299135233442,137256,2015-02-18 12:13:35,2015-01-27 06:19:11,6
15,Assistant Professor,Physics,False,False,False,False,True,85.61297069714139,71117,2020-10-21 11:22:02,2002-09-11 16:47:48,7
16,Professor,Computer Science,True,True,False,False,True,16.074792538374844,108611,2014-02-09 02:26:00,2001-06-15 00:30:41,2
17,Associate Professor,Computer Science,True,True,True,True,False,42.943869084968895,76764,2014-01-06 10:47:59,2015-09-21 13:35:56,8
18,Assistant Professor,Mathematics,True,False,True,False,True,85.64673318602722,127261,2021-06-01 03:28:52,2011-11-22 18:18:49,10
19,Associate Professor,Computer Science,False,False,True,False,True,21.855842986893784,92051,2009-06-06 09:59:14,2000-12-01 05:34:46,2
20,Assistant Professor,Mathematics,True,True,False,False,False,72.2773715050152,113153,2000-05-18 10:50:02,2010-03-25 18:04:05,6
21,Professor,Computer Science,False,False,False,True,False,59.01547375187452,143764,2023-09-15 19:24:51,2019-11-05 07:03:54,1
22,Assistant Professor,Physics,True,True,True,True,True,45.13367793662647,107036,2008-07-05 05:35:07,2013-02-07 18:43:33,7
23,Professor,Mathematics,False,False,True,True,True,26.537482983216073,115274,2013-07-24 20:40:26,2010-12-26 11:38:43,10
24,Professor,Mathematics,False,True,True,False,True,23.279510546769867,147156,2004-03-01 15:52:01,2004-09-06 10:59:10,5
25,Professor,Computer Science,False,False,False,True,False,73.50170240206047,79783,2019-08-02 03:34:03,2022-09-23 05:55:39,1
26,Assistant Professor,Computer Science,True,True,False,False,True,67.37265345988484,114203,2021-05-24 19:50:53,2007-07-09 22:10:14,3
27,Associate Professor,Mathematics,False,False,True,True,True,64.44518435923973,98563,2006-03-25 02:04:54,2014-07-14 18:37:40,9
28,Associate Professor,Physics,False,False,False,False,True,44.221625812280756,82300,2000-11-18 02:51:22,2016-09-19 21:10:49,6
29,Professor,Computer Science,False,False,True,True,True,51.71231872179245,81314,2002-03-19 18:03:29,2023-04-08 22:36:15,3
30,Professor,Physics,False,True,True,False,True,23.18479697861485,144176,2019-07-12 14:37:14,2009-01-27 20:03:04,6
31,Associate Professor,Mathematics,False,True,True,False,True,61.79874238543966,85683,2019-05-24 13:46:12,2015-07-22 00:36:06,6
32,Assistant Professor,Computer Science,True,True,False,True,True,28.244511008215017,145407,2005-09-01 17:59:35,2006-02-12 02:58:55,7
33,Assistant Professor,Computer Science,False,True,True,False,False,27.976753541858084,59959,2022-02-15 12:57:33,2001-06-24 08:18:45,5
34,Assistant Professor,Mathematics,True,False,True,False,True,87.10434574156545,116502,2003-01-03 06:51:34,2011-04-05 11:37:08,1
35,Professor,Computer Science,True,False,False,False,True,76.9370848292341,133644,2017-05-04 16:53:20,2015-05-23 17:21:03,2
36,Assistant Professor,Mathematics,False,False,False,False,False,28.364803136268705,96138,2023-12-18 01:41:31,2022-11-04 15:59:44,4
37,Associate Professor,Mathematics,True,True,False,False,True,53.79322613374126,69610,2016-04-20 22:21:45,2000-12-14 08:38:10,6
38,Professor,Computer Science,False,False,True,True,False,74.27022555991553,102353,2006-10-10 14:23:44,2000-02-02 23:34:24,4
39,Professor,Computer Science,False,False,True,True,True,29.486185259385657,84524,2012-09-14 06:03:36,2020-08-22 18:35:25,3
40,Assistant Professor,Computer Science,True,False,True,False,True,76.92829338069447,104449,2001-01-01 05:51:33,2022-01-13 15:46:30,6
41,Assistant Professor,Physics,True,True,False,False,True,89.43113451247966,69349,2018-05-12 04:51:23,2002-11-20 01:04:50,7
42,Assistant Professor,Physics,True,True,True,False,True,79.24345840923552,141520,2012-05-19 15:19:41,2007-11-24 19:03:12,3
43,Professor,Mathematics,True,True,True,False,False,46.814950272111616,101548,2000-06-27 09:16:33,2003-05-20 01:06:09,7
44,Assistant Professor,Mathematics,True,False,False,False,False,98.13618774636723,122133,2017-03-24 12:51:12,2014-08-04 02:13:53,10
45,Professor,Computer Science,True,False,False,True,True,52.30908712334514,103096,2002-07-17 16:17:05,2005-01-02 16:12:53,10
46,Assistant Professor,Mathematics,False,False,False,True,False,40.26271009855955,93030,2012-11-13 00:51:53,2022-01-24 15:52:53,5
47,Associate Professor,Mathematics,False,True,False,True,True,58.88727142346587,90280,2009-12-19 00:28:20,2000-04-19 00:01:43,1
48,Professor,Mathematics,True,False,True,True,True,58.338947674664155,102076,2002-12-26 03:28:14,2001-07-09 23:34:03,3
49,Associate Professor,Mathematics,False,False,False,False,True,22.25660647871426,102788,2018-11-07 22:57:34,2017-09-07 17:16:15,4
50,Professor,Physics,False,False,True,False,True,40.947710509252616,96037,2022-12-28 15:53:49,2022-01-01 20:15:22,9
51,Assistant Professor,Physics,True,False,False,True,True,36.74139878809149,130280,2006-02-06 06:29:33,2020-01-24 09:21:55,2
52,Assistant Professor,Mathematics,True,True,False,False,False,19.86456803745366,56307,2020-07-21 20:39:14,2005-02-10 06:15:49,1
53,Professor,Computer Science,False,True,True,False,False,46.27886729157122,125070,2000-07-27 00:48:08,2009-06-05 09:09:18,9
54,Professor,Mathematics,True,False,True,True,False,81.8700075807849,83610,2011-05-15 17:36:13,2005-03-02 11:45:11,10
55,Assistant Professor,Mathematics,True,True,True,False,True,44.91349401491692,101572,2002-11-05 01:01:31,2016-11-21 21:54:40,2
56,Professor,Physics,True,True,False,True,True,32.25839792381133,141038,2018-06-23 15:03:51,2006-02-14 02:08:41,5
57,Assistant Professor,Physics,False,False,True,False,True,91.30179532008447,88550,2013-11-23 04:32:05,2006-06-13 23:28:15,10
58,Professor,Physics,False,False,True,True,False,81.55136168979438,70745,2015-05-19 19:26:34,2005-05-21 07:41:38,2
59,Associate Professor,Computer Science,False,True,True,False,False,49.20095353268247,93278,2002-09-18 00:57:39,2011-05-01 13:19:15,6
60,Assistant Professor,Physics,True,False,True,False,True,26.222337266850978,119777,2019-09-24 15:13:04,2008-07-13 19:12:19,1
61,Associate Professor,Mathematics,True,True,True,False,False,25.828776713990283,50017,2003-09-20 07:31:57,2013-10-07 19:57:41,1
62,Associate Professor,Physics,True,True,False,False,True,70.12719748604772,72132,2021-07-04 21:36:33,2021-09-01 21:17:19,3
63,Professor,Computer Science,True,True,True,False,True,54.09598534887419,115098,2000-09-26 04:04:40,2020-07-14 08:53:03,7
64,Professor,Physics,False,False,True,True,True,90.73076968846728,105169,2006-07-28 19:17:22,2023-04-23 06:18:39,1
65,Associate Professor,Computer Science,True,False,True,True,True,80.887735148231,86629,2001-10-11 01:11:39,2021-12-09 02:10:29,1
66,Associate Professor,Mathematics,True,True,True,True,False,78.8999581832334,103046,2023-06-01 05:09:05,2016-11-20 02:17:09,10
67,Assistant Professor,Mathematics,False,True,False,True,True,65.91095550161697,112489,2003-09-03 02:10:28,2010-06-10 07:11:04,6
68,Professor,Computer Science,False,True,True,True,True,28.405454725239906,123265,2009-05-19 17:15:04,2014-06-06 11:43:44,7
69,Associate Professor,Mathematics,True,False,True,False,False,60.065351322950946,67872,2019-02-18 11:54:41,2001-06-13 02:01:38,2
70,Professor,Computer Science,True,True,True,True,True,16.174385897495156,127078,2002-06-11 18:32:33,2021-08-07 02:46:27,9
71,Assistant Professor,Mathematics,False,True,False,False,True,48.04147693358481,66308,2013-06-17 10:32:06,2015-02-07 22:01:17,8
72,Associate Professor,Mathematics,True,True,True,True,False,22.96586448901148,110322,2000-11-05 20:13:43,2014-04-15 00:07:26,5
73,Associate Professor,Mathematics,True,False,False,False,False,87.25252446367425,132045,2001-09-03 05:39:33,2023-01-02 09:43:28,8
74,Professor,Computer Science,False,False,True,True,False,68.5021800298154,73391,2009-08-25 22:01:21,2000-11-08 09:39:01,5
75,Professor,Computer Science,False,False,True,True,False,51.25583821790414,89345,2011-11-24 01:05:03,2019-07-19 03:11:12,5
76,Associate Professor,Computer Science,False,True,False,False,True,89.89851757249112,108539,2022-08-08 19:25:40,2016-04-13 10:45:30,4
77,Professor,Mathematics,False,False,True,True,False,49.792255152524284,83144,2015-11-05 03:43:54,2012-08-17 22:01:05,5
78,Professor,Mathematics,False,True,True,True,False,60.35256513734803,109719,2007-04-15 03:21:16,2020-10-08 19:58:39,6
79,Assistant Professor,Computer Science,False,True,False,True,True,86.93140657669255,74751,2000-11-07 18:08:31,2008-08-23 01:25:19,9
80,Professor,Physics,True,False,False,False,True,39.519874709973294,73700,2017-01-07 23:35:43,2008-04-08 03:16:53,7
81,Assistant Professor,Physics,False,False,True,True,False,87.34916296422115,79661,2023-03-26 12:11:42,2013-11-23 18:30:12,7
82,Associate Professor,Mathematics,False,True,False,True,True,77.79314827648528,56080,2006-02-21 14:20:13,2023-11-23 15:52:15,10
83,Assistant Professor,Physics,True,False,True,False,False,92.2443802056238,113006,2010-04-12 01:28:45,2000-03-17 09:15:23,5
84,Assistant Professor,Computer Science,True,True,False,False,False,53.44080546435144,104265,2008-10-02 18:00:43,2020-09-26 14:47:23,9
85,Professor,Mathematics,False,False,False,True,False,48.68510095096221,91666,2018-01-24 20:57:28,2004-04-18 18:49:53,10
86,Professor,Physics,True,True,False,True,False,48.96513147117794,82046,2009-03-02 20:33:00,2023-06-28 20:33:35,10
87,Professor,Computer Science,False,True,False,False,False,97.67103408630794,82215,2005-04-23 04:47:24,2000-08-19 13:21:48,4
88,Professor,Mathematics,True,False,True,True,False,18.79590755037698,53074,2004-06-04 04:15:48,2012-06-12 17:00:07,8
89,Assistant Professor,Physics,False,False,True,False,True,56.91429060127551,104658,2010-08-14 03:12:36,2020-11-27 11:48:27,10
90,Professor,Physics,True,False,True,False,True,47.85770228007567,107175,2003-08-09 00:06:55,2012-03-08 06:36:16,7
91,Associate Professor,Computer Science,True,True,False,False,True,92.9735610703417,107601,2005-10-10 07:47:39,2002-05-23 06:25:37,3
92,Associate Professor,Physics,True,False,True,True,True,35.45149735839695,53115,2013-09-01 19:31:09,2011-02-24 08:56:10,10
93,Associate Professor,Computer Science,False,True,True,False,True,56.83778386983974,96217,2000-06-09 00:02:24,2015-03-26 18:09:06,1
94,Assistant Professor,Physics,True,False,False,False,True,32.789983500811246,135170,2017-07-07 18:58:56,2010-05-18 19:23:45,8
95,Professor,Computer Science,False,False,True,True,False,36.51834627987891,102702,2020-11-06 19:34:08,2007-12-18 08:29:20,3
96,Assistant Professor,Physics,True,False,True,True,False,55.02521376690102,55884,2011-03-26 00:41:58,2012-06-08 06:25:55,10
97,Assistant Professor,Computer Science,True,True,False,False,False,34.57785019661965,78113,2004-04-02 17:01:49,2004-05-15 05:35:22,8
98,Professor,Physics,False,True,False,True,False,75.26160918991431,58529,2007-10-18 17:26:57,2008-12-25 15:15:00,2
